"Url","Status","TitleLen","DescLen","Robots","H1","Canonical","Issues"
"https://dropolis.net/news/syriza-oi-arithmoi-diapseydoyn-to-afigima-tis-kyvernisis-mitsotaki-gia-11402/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/syriza-oi-arithmoi-diapseydoyn-to-afigima-tis-kyvernisis-mitsotaki-gia-11402/",""
"https://dropolis.net/news/ti-symvainei-me-toys-lagokefaloys-ston-pagasitiko-kathigitis-proteinei-11401/","200","60","120","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/ti-symvainei-me-toys-lagokefaloys-ston-pagasitiko-kathigitis-proteinei-11401/",""
"https://dropolis.net/news/poia-einai-ta-dikaiomata-toy-enoikiasti-11395/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/poia-einai-ta-dikaiomata-toy-enoikiasti-11395/",""
"https://dropolis.net/news/apo-tin-triti-ekdiloseis-gia-ta-eleytheria-tis-artas-11394/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/apo-tin-triti-ekdiloseis-gia-ta-eleytheria-tis-artas-11394/",""
"https://dropolis.net/news/diasosi-59-metanaston-voreia-ton-kalon-limenon-apo-skafos-tis-frontex-11393/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/diasosi-59-metanaston-voreia-ton-kalon-limenon-apo-skafos-tis-frontex-11393/",""
"https://dropolis.net/news/pano-apo-1-000-oi-nekroi-sti-gaza-apo-israilina-pyra-apo-tin-enarxi-ti-11392/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/pano-apo-1-000-oi-nekroi-sti-gaza-apo-israilina-pyra-apo-tin-enarxi-ti-11392/",""
"https://dropolis.net/news/i-anodos-toy-kostoys-katoikias-ofeiletai-kyrios-sti-megali-psalida-pro-11391/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/i-anodos-toy-kostoys-katoikias-ofeiletai-kyrios-sti-megali-psalida-pro-11391/",""
"https://dropolis.net/news/maria-iliaki-se-apostolia-zoi-isoyn-panta-poly-oraio-koritsi-kormara-k-11271/","200","60","154","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/maria-iliaki-se-apostolia-zoi-isoyn-panta-poly-oraio-koritsi-kormara-k-11271/",""
"https://dropolis.net/news/antidraseis-gia-ta-ypochreotika-dialeimmata-enydatosis-sto-moyntial-11200/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/antidraseis-gia-ta-ypochreotika-dialeimmata-enydatosis-sto-moyntial-11200/",""
"https://dropolis.net/news/ekklisi-toy-oie-gia-202-ekat-dolaria-enopsei-toy-fainomenoy-el-ninio-11199/","200","60","155","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","1","https://dropolis.net/news/ekklisi-toy-oie-gia-202-ekat-dolaria-enopsei-toy-fainomenoy-el-ninio-11199/",""
